"","gene_id","log2foldchange","log2CPM","pvalue","FDR","change","logP"
"AC007040.2","AC007040.2",0.550678929767113,-1.73963065459831,0.552745310037367,0.640184663410971,"not",0.257474933658399
"LDB3","LDB3",-0.204105327788128,0.742801183004619,0.55277371492889,0.640184663410971,"not",0.257452616380502
"JPH2","JPH2",-0.377921227484742,1.13662962958994,0.552773764135616,0.640184663410971,"not",0.257452577720544
"ABCC10","ABCC10",0.137019038450439,4.40938128351937,0.552985966826888,0.640387440107245,"not",0.257285889684409
"DLG1","DLG1",0.157977687430329,5.94578093252846,0.553173728844585,0.640519105967473,"not",0.257138453452011
"ZNF33A","ZNF33A",-0.138633178270281,5.48677700437468,0.553173904209058,0.640519105967473,"not",0.257138315774087
"CYTIP","CYTIP",0.447971299891325,2.31351082793722,0.553441547885314,0.640786010116157,"not",0.25692824067752
"TMEM88","TMEM88",-0.298724789928594,4.30668194365171,0.553786307283955,0.641142158627525,"not",0.256657786662921
"GORAB","GORAB",0.148277222558939,3.25583416849343,0.553955785549929,0.641259441788727,"not",0.256524897470093
"ODF3L1","ODF3L1",-0.32044539719793,-0.397661630930214,0.553961937948581,0.641259441788727,"not",0.256520074092457
"EHBP1","EHBP1",0.116530717751267,5.58445115264413,0.554012815443005,0.641275315654998,"not",0.256480189040871
"TLCD4-RWDD3","TLCD4-RWDD3",-0.203965272169607,-0.868021494112678,0.554282236750701,0.641544137049459,"not",0.256269039150213
"SIPA1","SIPA1",-0.157127479137735,5.64470710511681,0.554743596933684,0.642035063725985,"not",0.255907701862817
"EIF2AK3","EIF2AK3",-0.12689768382894,4.24425715779834,0.554793400338848,0.642049639359278,"not",0.255868713809041
"ACVR2B","ACVR2B",-0.218524101726355,4.15959306517942,0.554838600253952,0.642058885881695,"not",0.255833332576863
"TMEM132C","TMEM132C",1.11204673427773,-0.0299631417497375,0.554995729514393,0.642197647047401,"not",0.255710358598891
"CYP26B1","CYP26B1",-0.320710822253497,3.73671958203708,0.555227067315552,0.642422252164545,"not",0.255529370184241
"RNF212","RNF212",0.731952855897581,4.77199398288482,0.555544611738295,0.642746565344259,"not",0.255281060298575
"MAPKBP1","MAPKBP1",0.165832237775283,4.60794252459378,0.55591626051439,0.643133427769078,"not",0.254990622690362
"DUSP2","DUSP2",-0.275962180417977,2.68403267909682,0.55600729925862,0.643195625416162,"not",0.254919506966625
"MPP4","MPP4",0.492575097160867,-1.48813708913313,0.556245372245582,0.643427894221192,"not",0.254733589164392
"SH3RF1","SH3RF1",-0.300241633432538,5.24634427509225,0.55637854192217,0.643538794802725,"not",0.254629627969169
"TREML2","TREML2",0.938856028397289,-2.13264489568393,0.55660908160526,0.643760394495012,"not",0.254449712017651
"TBC1D22B","TBC1D22B",0.151764096508294,4.00427862017303,0.556644745631155,0.643760394495012,"not",0.254421886037133
"SLC38A11","SLC38A11",-0.433550549917585,2.64493869373373,0.557077804937927,0.644218050010316,"not",0.254084144331804
"ZNF653","ZNF653",0.13219139427748,2.83749886585641,0.557193627182956,0.644308808272477,"not",0.253993859396501
"SLC40A1","SLC40A1",0.433640327066149,6.82495510397588,0.557355795532892,0.64445314292837,"not",0.25386747860337
"PANK2","PANK2",0.107438786899716,4.79392884924987,0.557516534231873,0.644595805291542,"not",0.253742248245389
"AP5Z1","AP5Z1",-0.118873927991517,4.19337831382111,0.558043227716733,0.645161533953248,"not",0.253332157994867
"IQCE","IQCE",0.156648004557528,4.82538881378603,0.558124431777113,0.645212184799282,"not",0.253268965919567
"KIAA0232","KIAA0232",-0.126400725979949,5.33645180145464,0.558363261515475,0.645445037680011,"not",0.253083164607666
"ARHGDIA","ARHGDIA",0.14095567927829,7.95230157961079,0.558597974734931,0.645673101155629,"not",0.252900643219758
"EPPIN","EPPIN",-0.446564505408733,-2.83893150788981,0.558640622792532,0.645679144369023,"not",0.25286748679976
"C19orf18","C19orf18",0.392192929922049,0.802830325037753,0.559171460011047,0.646249400032861,"not",0.252455002992031
"HBP1","HBP1",0.189294554220218,5.14571495658064,0.559397822025784,0.646467712748972,"not",0.252279228854776
"C12orf42","C12orf42",0.752029230051483,-3.49663643918307,0.559459042425276,0.64649516320976,"not",0.252231702343476
"HPSE2","HPSE2",-0.394277095447144,1.77022208138413,0.559608259585133,0.646624289770406,"not",0.252115884127004
"C6","C6",1.15669952066128,1.9770639547865,0.559696905779177,0.646683414304252,"not",0.252047094034388
"LRRC37A2","LRRC37A2",-0.147747343953667,2.47092312317745,0.559822706543676,0.646764717544927,"not",0.251949490423929
"CRYBB2","CRYBB2",-0.3249112676129,-2.06101055173594,0.559842238264331,0.646764717544927,"not",0.251934338536674
"C8orf88","C8orf88",0.642828887681874,0.484173193156319,0.559903083679335,0.64679170575664,"not",0.251887140611408
"CARD8","CARD8",0.18396830269466,5.32508849063645,0.560015251911293,0.646877973740084,"not",0.25180014490324
"MLH3","MLH3",-0.203809201142465,4.29014774762906,0.560105044322346,0.646934131335137,"not",0.251730516044891
"ZNF747","ZNF747",-0.153820722571231,3.97688894617256,0.560138853790029,0.646934131335137,"not",0.251704301636975
"CTTNBP2NL","CTTNBP2NL",0.177788986969042,5.50201539229363,0.560482111404275,0.647233037526615,"not",0.251438243983173
"TBCEL","TBCEL",0.153246730386041,4.67975231685065,0.560484919888078,0.647233037526615,"not",0.251436067810307
"SNX2","SNX2",-0.10322955536976,6.57201766692662,0.560510187178222,0.647233037526615,"not",0.251416489768236
"SCAP","SCAP",0.144283090530765,6.52767484480673,0.560834782841951,0.647564519401624,"not",0.251165059364009
"ZNF700","ZNF700",-0.117030933704998,3.57627471685735,0.561171990309182,0.647910518085309,"not",0.250904013976069
"ZNF484","ZNF484",-0.266379364288052,2.27501444418509,0.561260458551044,0.647969303646344,"not",0.250835553251537
"PAK5","PAK5",1.25168341860579,-0.162441493705674,0.561465469650376,0.6481626198446,"not",0.250676947864555
"C2CD5","C2CD5",0.12987351571506,5.53695494255312,0.561780262663228,0.648482635285925,"not",0.250433523174713
"CAPZA3","CAPZA3",-0.448270070508456,-2.31284172094633,0.561919732846173,0.648569284685713,"not",0.25032571658684
"SLC4A1AP","SLC4A1AP",0.0931168073701445,4.7099853719964,0.561930501654675,0.648569284685713,"not",0.250317393708995
"ZNF528","ZNF528",-0.219493444972088,3.88597187473975,0.562301636835651,0.648954233402391,"not",0.250030652276377
"HAUS5","HAUS5",0.140468634852413,3.91798917845577,0.562396369068716,0.648997492253816,"not",0.24995749186183
"TPRA1","TPRA1",-0.109823626272221,5.1218582907847,0.562414343765361,0.648997492253816,"not",0.249943611639178
"PJA1","PJA1",0.206269983440969,4.43890265419109,0.562829400165233,0.649413412391727,"not",0.24962322467717
"ANAPC13","ANAPC13",-0.112738662594037,6.6178424943657,0.562850048236353,0.649413412391727,"not",0.249607292355828
"MFSD1","MFSD1",0.157011970675799,5.53671574125622,0.56301208544672,0.649556935971058,"not",0.249482282614927
"GGA3","GGA3",0.107930101387097,4.94847566272785,0.563377386720901,0.649934934002082,"not",0.249200589049617
"H4C11","H4C11",0.338092077913134,-0.638514578601345,0.563610001877493,0.650159819654776,"not",0.249021308462502
"ZNF347","ZNF347",0.127940584735798,3.87395574947029,0.564402716670313,0.651030742439084,"not",0.248410904499393
"GNMT","GNMT",0.334408462250772,-0.398065113137708,0.564695510178666,0.651306897215072,"not",0.248185665268932
"RGCC","RGCC",0.709104733575798,5.85476101507841,0.56471761745782,0.651306897215072,"not",0.248168663395813
"KHK","KHK",-0.288691961725418,3.95340652579148,0.564977248104857,0.651562786796505,"not",0.247969041068114
"HOXA6","HOXA6",-0.309186730842107,1.58342359440345,0.565208858469962,0.651772829064626,"not",0.247791040109972
"DEXI","DEXI",0.203658115596856,2.10213020012156,0.565234924029155,0.651772829064626,"not",0.24777101234972
"PLEKHG4B","PLEKHG4B",0.581540175632986,3.87094486026997,0.565276019479407,0.651776659947689,"not",0.247739438082551
"WDR38","WDR38",0.510859349776413,-2.22318414684372,0.565576295981898,0.652079312252282,"not",0.24750880066092
"GHRHR","GHRHR",0.688519878865536,-2.44803431889332,0.565836983695429,0.652336283401124,"not",0.247308670011009
"CTBP2","CTBP2",0.137440429394612,6.51572285419085,0.566019668374226,0.652503298890785,"not",0.247168477437199
"SPDYE3","SPDYE3",-0.132319318563835,2.80049695458609,0.566230843583198,0.65266556374682,"not",0.247006477547482
"HOATZ","HOATZ",-0.410585796558219,-3.06976311127726,0.56623607587887,0.65266556374682,"not",0.24700246443752
"ARL11","ARL11",0.339027916614778,0.244965714417421,0.566493491360195,0.652912819917271,"not",0.246805075531546
"LRRC8D","LRRC8D",-0.202874661527632,5.13682076563283,0.566526267157426,0.652912819917271,"not",0.246779949142047
"BTNL8","BTNL8",-0.378236169030304,-2.67346466300832,0.566853358789672,0.653246156809977,"not",0.246529275684271
"MED25","MED25",-0.126858266642236,6.56805127874132,0.56754691996647,0.654001743289799,"not",0.245998228865758
"GPD2","GPD2",0.22041235664718,5.20468968321725,0.567691503369035,0.654124667154103,"not",0.245887605805514
"KCTD12","KCTD12",-0.321018329235719,7.36220737213225,0.567971027491303,0.654403050171103,"not",0.245673817319916
"ZBTB44","ZBTB44",-0.139539494367821,6.3679580498033,0.568627976562673,0.655116227254385,"not",0.245171776780831
"SEMA3C","SEMA3C",0.970072561261536,6.04887212780016,0.568696695972009,0.655144467890888,"not",0.245119294915219
"INHA","INHA",-0.296530449496046,0.709884511379921,0.56872842564692,0.655144467890888,"not",0.24509506470882
"PKM","PKM",-0.121689052208807,10.2657684290642,0.568914359178834,0.655314904381227,"not",0.244953104668803
"FCRL2","FCRL2",1.30915473515961,-2.19133397706347,0.569080836813102,0.655462908965361,"not",0.244826038546392
"PYURF","PYURF",0.274390202040541,3.36125799634596,0.569494997936282,0.655896154678317,"not",0.244510086120809
"EPHA7","EPHA7",0.99811437792106,5.40018037033102,0.569699859573932,0.656088305209116,"not",0.244353887593125
"SMIM31","SMIM31",1.71247997634675,-1.94753357176391,0.569763797169042,0.656105366881446,"not",0.244305149321207
"MYEF2","MYEF2",0.280342967794917,5.60442432736278,0.569790722846623,0.656105366881446,"not",0.244284626085168
"SPHKAP","SPHKAP",1.26674426784586,0.618619216457473,0.570287940479296,0.656616937083756,"not",0.243905812070289
"AKT1","AKT1",0.126345171883291,6.43048917196001,0.570342847111747,0.656616937083756,"not",0.24386400073612
"PCDHGA8","PCDHGA8",0.411183812795326,-0.933428887226594,0.570349154042964,0.656616937083756,"not",0.243859198273365
"PPT2","PPT2",0.15645403218601,4.50077970563599,0.570573412919442,0.656805149509344,"not",0.243688469081662
"SAT2","SAT2",0.160896501438266,6.01858896918126,0.570588767959726,0.656805149509344,"not",0.243676781681962
"TMEM236","TMEM236",0.566679515950129,-0.347436648061309,0.570978397665086,0.657209809333003,"not",0.24338032249377
"TAOK3","TAOK3",0.347540596224432,5.97466779333756,0.571107568323893,0.657314640570222,"not",0.243282084521755
"C9orf16","C9orf16",0.243149107231384,7.10062856089565,0.57129863016905,0.657475735562391,"not",0.243136817267537
"HADH","HADH",-0.107706642993408,5.93774197336133,0.571323742626629,0.657475735562391,"not",0.243117727492971
"LRRC49","LRRC49",0.406873897579794,3.81002406437741,0.571644629974029,0.6578011397267,"not",0.242873871912554
"WASHC4","WASHC4",-0.0884133584220612,5.38442663630061,0.571915456941358,0.658068899007945,"not",0.242668165783061
"MACIR","MACIR",-0.320027163430518,3.15428316849808,0.572138380537865,0.65825623725631,"not",0.242498917648223
"EGLN1","EGLN1",0.141999234727139,6.32461991660704,0.572154566581868,0.65825623725631,"not",0.242486631441946
"RPS6KL1","RPS6KL1",0.492143311614855,1.42935677500755,0.572354704080565,0.658442590766728,"not",0.2423347434417
"GARNL3","GARNL3",0.278292445944926,2.89428002086991,0.572893039120634,0.658978095055216,"not",0.241926454569839
"STARD3NL","STARD3NL",-0.115465913778224,5.26812265031506,0.572896575133196,0.658978095055216,"not",0.241923774024083
"ITK","ITK",0.670985967473062,1.1983445089142,0.573073567416641,0.65913774201934,"not",0.241789622583663
"ZNF837","ZNF837",-0.146016524765922,2.2589408091545,0.57315954029006,0.65919268597647,"not",0.241724474326579
"TRAPPC12","TRAPPC12",-0.0889200494472638,5.27300661673796,0.573601841257684,0.659657409417578,"not",0.241389463255932
"SPRYD4","SPRYD4",-0.131437799098677,4.52127330248939,0.573947656145648,0.660011116747294,"not",0.241127713322724
"HINT3","HINT3",-0.136584676125317,4.11191110777176,0.57436755598317,0.660449965246541,"not",0.24081009985111
"TDRD1","TDRD1",1.732473761012,0.506750212819491,0.574433630968733,0.660481928591023,"not",0.240760141682578
"FBXL17","FBXL17",0.189219585127697,4.85474809427686,0.574473041463179,0.660483230973292,"not",0.240730346816408
"TAC1","TAC1",1.14799893934972,2.82558019067035,0.57481093214493,0.660827679003316,"not",0.240474980751678
"FOXO6","FOXO6",-0.286677435972804,2.36501819648112,0.575150325377159,0.661173808419912,"not",0.240218630181138
"DDX3Y","DDX3Y",1.4359023363827,5.65109684971732,0.575770093974062,0.661842180502461,"not",0.239750896525216
"MLF1","MLF1",-0.19101448984221,4.49319542496383,0.575920929637512,0.661971465553909,"not",0.239637138415893
"VANGL2","VANGL2",-0.189446553911335,5.13579028328554,0.576108874085914,0.662143383890791,"not",0.239495435072272
"TBL3","TBL3",0.131758651505892,5.30560302387574,0.576229884045174,0.662238354149426,"not",0.239404222384364
"CCDC50","CCDC50",-0.138067953391249,6.20655492687389,0.576471571550833,0.662471992481493,"not",0.239222104887971
"MALL","MALL",-0.282160655701542,0.220478914661608,0.576981050182889,0.662998894020721,"not",0.23883845016515
"U2AF1","U2AF1",0.389278539499636,0.92808797206747,0.577020830701139,0.662998894020721,"not",0.238808508342947
"SRP14","SRP14",-0.122725475649573,8.3124999643005,0.577045342822555,0.662998894020721,"not",0.238790059697077
"GYPC","GYPC",-0.224717269621188,5.35404970717096,0.577330039007743,0.663281831219029,"not",0.23857584517605
"IL18BP","IL18BP",-0.217047669704503,4.32509763040928,0.577454597517208,0.663380764324862,"not",0.238482156583677
"IL13RA2","IL13RA2",-0.391040543220433,0.937635681964292,0.577529518815609,0.663396581165239,"not",0.238425813113567
"ROR1","ROR1",0.749332199946844,3.83175561857042,0.577545258896797,0.663396581165239,"not",0.238413976944105
"ARL2","ARL2",0.184005664017469,6.58050064866711,0.577827402227759,0.663676484419888,"not",0.238201866517225
"NPIPB5","NPIPB5",-0.157652142271233,3.57643029726595,0.577970143777137,0.663796248061402,"not",0.238094595364483
"UBE2G2","UBE2G2",0.174062439205919,6.14248058850913,0.578235842555315,0.664057202215771,"not",0.237894991631919
"FN1","FN1",0.496976546732997,9.82680810406294,0.578808972437501,0.66466435914547,"not",0.237464745262237
"SNX21","SNX21",-0.139000729746048,3.8036074396977,0.5788415720011,0.66466435914547,"not",0.237440285703772
"HS3ST6","HS3ST6",0.75291905934909,2.17403224319991,0.578938465027467,0.664731382356198,"not",0.237367594682268
"CCR2","CCR2",-0.319304326170578,0.0349046068870811,0.57911287803302,0.664887398393756,"not",0.237236777327907
"CCK","CCK",-0.359532033077283,-0.978039611394812,0.579641698937181,0.665450267143118,"not",0.236840379296605
"WDR81","WDR81",-0.158240268216916,4.40344578644977,0.57977883152972,0.665563418138867,"not",0.236737645341252
"COQ5","COQ5",-0.0950873657050309,4.81892219706594,0.580138730341368,0.665932263972879,"not",0.236468139855523
"PLCD4","PLCD4",-0.225950092309494,3.34353837030904,0.580315513765564,0.666064271171885,"not",0.236335819143002
"CHMP2B","CHMP2B",0.242033754136197,5.44145679564026,0.580387872593455,0.666064271171885,"not",0.236281670873806
"STOML3","STOML3",-0.397068909070834,-3.47620870797132,0.58040083136224,0.666064271171885,"not",0.236271974153367
"METTL9","METTL9",-0.105607923621142,7.09722801815869,0.580408135690551,0.666064271171885,"not",0.236266508603789
"SPACA6","SPACA6",-0.158201486966704,2.80132852886796,0.581124046121025,0.666841485390589,"not",0.23573115367565
"FOXRED1","FOXRED1",0.125635957380408,4.5280371878459,0.581622420860803,0.667368990022154,"not",0.235358860284431
"SHOC2","SHOC2",0.115794846725848,5.60941725422809,0.581890098522774,0.667603381490027,"not",0.235159032724973
"REP15","REP15",0.584915749907649,0.0376736109555568,0.58190407752014,0.667603381490027,"not",0.235148599606225
"NCOA2","NCOA2",-0.144291627282317,5.83592211757987,0.581985688814146,0.667636865202228,"not",0.235087694637848
"DHRSX","DHRSX",0.17681469539147,4.70985783516724,0.582010647717874,0.667636865202228,"not",0.235069069984446
"HCN3","HCN3",0.238935814751736,2.91832656779524,0.582180844859421,0.667787707109574,"not",0.234942087988086
"NPRL2","NPRL2",-0.0860433672589118,4.3132807686647,0.582235016239962,0.667805451025029,"not",0.234901679174622
"SEMA6A","SEMA6A",-0.325330574671004,5.21081669164209,0.582330532593132,0.667870610827151,"not",0.234830438487058
"CYP4B1","CYP4B1",1.73673850712267,1.55291434225129,0.582426793046439,0.667936615314123,"not",0.234758654634968
"LGMN","LGMN",0.176972848209031,7.20330078642015,0.582796993245418,0.66831674875056,"not",0.234482697499666
"NAGK","NAGK",-0.120986723363039,5.54337115139981,0.583047499246066,0.668528490728056,"not",0.234296063045174
